date,close
2015-05-01,352.91
2015-05-02,353.23
2015-05-03,353.54
2015-05-04,353.86
2015-05-05,354.18
2015-05-06,354.49
2015-05-07,354.81
2015-05-08,355.12
2015-05-09,355.44
2015-05-10,355.76
2015-05-11,356.07
2015-05-12,356.39
2015-05-13,356.7
2015-05-14,357.02
2015-05-15,357.34
2015-05-16,357.65
2015-05-17,357.97
2015-05-18,358.28
2015-05-19,358.6
2015-05-20,358.91
2015-05-21,359.23
2015-05-22,359.55
2015-05-23,359.86
2015-05-24,360.18
2015-05-25,360.49
2015-05-26,360.81
2015-05-27,361.13
2015-05-28,361.44
2015-05-29,361.76
2015-05-30,362.07
2015-05-31,362.39
2015-06-01,362.71
2015-06-02,363.02
2015-06-03,363.34
2015-06-04,363.65
2015-06-05,363.97
2015-06-06,364.29
2015-06-07,364.6
2015-06-08,364.92
2015-06-09,365.23
2015-06-10,365.55
2015-06-11,365.87
2015-06-12,366.18
2015-06-13,366.5
2015-06-14,366.81
2015-06-15,367.13
2015-06-16,367.45
2015-06-17,367.76
2015-06-18,368.08
2015-06-19,368.39
2015-06-20,368.71
2015-06-21,369.02
2015-06-22,369.34
2015-06-23,369.66
2015-06-24,369.97
2015-06-25,370.29
2015-06-26,370.6
2015-06-27,370.92
2015-06-28,371.24
2015-06-29,371.55
2015-06-30,371.87
2015-07-01,372.18
2015-07-02,372.5
2015-07-03,372.82
2015-07-04,373.13
2015-07-05,373.45
2015-07-06,373.76
2015-07-07,374.08
2015-07-08,374.4
2015-07-09,374.71
2015-07-10,375.03
2015-07-11,375.34
2015-07-12,375.66
2015-07-13,375.98
2015-07-14,376.29
2015-07-15,376.61
2015-07-16,376.92
2015-07-17,377.24
2015-07-18,377.55
2015-07-19,377.87
2015-07-20,378.19
2015-07-21,378.5
2015-07-22,378.82
2015-07-23,379.13
2015-07-24,379.45
2015-07-25,379.77
2015-07-26,380.08
2015-07-27,380.4
2015-07-28,380.71
2015-07-29,381.03
2015-07-30,381.35
2015-07-31,381.66
2015-08-01,381.98
2015-08-02,382.29
2015-08-03,382.61
2015-08-04,382.93
2015-08-05,383.24
2015-08-06,383.56
2015-08-07,383.87
2015-08-08,384.19
2015-08-09,384.51
2015-08-10,384.82
2015-08-11,385.14
2015-08-12,385.45
2015-08-13,385.77
2015-08-14,386.09
2015-08-15,386.4
2015-08-16,386.72
2015-08-17,387.03
2015-08-18,387.35
2015-08-19,387.66
2015-08-20,387.98
2015-08-21,388.3
2015-08-22,388.61
2015-08-23,388.93
2015-08-24,389.24
2015-08-25,389.56
2015-08-26,389.88
2015-08-27,390.19
2015-08-28,390.51
2015-08-29,390.82
2015-08-30,391.14
2015-08-31,391.46
2015-09-01,391.77
2015-09-02,392.09
2015-09-03,392.4
2015-09-04,392.72
2015-09-05,393.04
2015-09-06,393.35
2015-09-07,393.67
2015-09-08,393.98
2015-09-09,394.3
2015-09-10,394.62
2015-09-11,394.93
2015-09-12,395.25
2015-09-13,395.56
2015-09-14,395.88
2015-09-15,396.2
2015-09-16,396.51
2015-09-17,396.83
2015-09-18,397.14
2015-09-19,397.46
2015-09-20,397.77
2015-09-21,398.09
2015-09-22,398.41
2015-09-23,398.72
2015-09-24,399.04
2015-09-25,399.35
2015-09-26,399.67
2015-09-27,399.99
2015-09-28,400.3
2015-09-29,400.62
2015-09-30,400.93
2015-10-01,401.25
2015-10-02,401.57
2015-10-03,401.88
2015-10-04,402.2
2015-10-05,402.51
2015-10-06,402.83
2015-10-07,403.15
2015-10-08,403.46
2015-10-09,403.78
2015-10-10,404.09
2015-10-11,404.41
2015-10-12,404.73
2015-10-13,405.04
2015-10-14,405.36
2015-10-15,405.67
2015-10-16,405.99
2015-10-17,406.3
2015-10-18,406.62
2015-10-19,406.94
2015-10-20,407.25
2015-10-21,407.57
2015-10-22,407.88
2015-10-23,408.2
2015-10-24,408.52
2015-10-25,408.83
2015-10-26,409.15
2015-10-27,409.46
2015-10-28,409.78
2015-10-29,410.1
2015-10-30,410.41
2015-10-31,410.73
2015-11-01,411.04
2015-11-02,411.36
2015-11-03,411.68
2015-11-04,411.99
2015-11-05,412.31
2015-11-06,412.62
2015-11-07,412.94
2015-11-08,413.26
2015-11-09,413.57
2015-11-10,413.89
2015-11-11,414.2
2015-11-12,414.52
2015-11-13,414.84
2015-11-14,415.15
2015-11-15,415.47
2015-11-16,415.78
2015-11-17,416.1
2015-11-18,416.41
2015-11-19,416.73
2015-11-20,417.05
2015-11-21,417.36
2015-11-22,417.68
2015-11-23,417.99
2015-11-24,418.31
2015-11-25,418.63
2015-11-26,418.94
2015-11-27,419.26
2015-11-28,419.57
2015-11-29,419.89
2015-11-30,420.21
2015-12-01,420.52
2015-12-02,420.84
2015-12-03,421.15
2015-12-04,421.47
2015-12-05,421.79
2015-12-06,422.1
2015-12-07,422.42
2015-12-08,422.73
2015-12-09,423.05
2015-12-10,423.37
2015-12-11,423.68
2015-12-12,424.0
2015-12-13,424.31
2015-12-14,424.63
2015-12-15,424.95
2015-12-16,425.26
2015-12-17,425.58
2015-12-18,425.89
2015-12-19,426.21
2015-12-20,426.52
2015-12-21,426.84
2015-12-22,427.16
2015-12-23,427.47
2015-12-24,427.79
2015-12-25,428.1
2015-12-26,428.42
2015-12-27,428.74
2015-12-28,429.05
2015-12-29,429.37
2015-12-30,429.68
2015-12-31,430.0
2016-01-01,431.15
2016-01-02,432.3
2016-01-03,433.46
2016-01-04,434.61
2016-01-05,435.76
2016-01-06,436.91
2016-01-07,438.06
2016-01-08,439.21
2016-01-09,440.37
2016-01-10,441.52
2016-01-11,442.67
2016-01-12,443.82
2016-01-13,444.97
2016-01-14,446.13
2016-01-15,447.28
2016-01-16,448.43
2016-01-17,449.58
2016-01-18,450.73
2016-01-19,451.88
2016-01-20,453.04
2016-01-21,454.19
2016-01-22,455.34
2016-01-23,456.49
2016-01-24,457.64
2016-01-25,458.8
2016-01-26,459.95
2016-01-27,461.1
2016-01-28,462.25
2016-01-29,463.4
2016-01-30,464.55
2016-01-31,465.71
2016-02-01,466.86
2016-02-02,468.01
2016-02-03,469.16
2016-02-04,470.31
2016-02-05,471.47
2016-02-06,472.62
2016-02-07,473.77
2016-02-08,474.92
2016-02-09,476.07
2016-02-10,477.23
2016-02-11,478.38
2016-02-12,479.53
2016-02-13,480.68
2016-02-14,481.83
2016-02-15,482.98
2016-02-16,484.14
2016-02-17,485.29
2016-02-18,486.44
2016-02-19,487.59
2016-02-20,488.74
2016-02-21,489.9
2016-02-22,491.05
2016-02-23,492.2
2016-02-24,493.35
2016-02-25,494.5
2016-02-26,495.65
2016-02-27,496.81
2016-02-28,497.96
2016-02-29,499.11
2016-03-01,500.26
2016-03-02,501.41
2016-03-03,502.57
2016-03-04,503.72
2016-03-05,504.87
2016-03-06,506.02
2016-03-07,507.17
2016-03-08,508.32
2016-03-09,509.48
2016-03-10,510.63
2016-03-11,511.78
2016-03-12,512.93
2016-03-13,514.08
2016-03-14,515.24
2016-03-15,516.39
2016-03-16,517.54
2016-03-17,518.69
2016-03-18,519.84
2016-03-19,520.99
2016-03-20,522.15
2016-03-21,523.3
2016-03-22,524.45
2016-03-23,525.6
2016-03-24,526.75
2016-03-25,527.91
2016-03-26,529.06
2016-03-27,530.21
2016-03-28,531.36
2016-03-29,532.51
2016-03-30,533.66
2016-03-31,534.82
2016-04-01,535.97
2016-04-02,537.12
2016-04-03,538.27
2016-04-04,539.42
2016-04-05,540.58
2016-04-06,541.73
2016-04-07,542.88
2016-04-08,544.03
2016-04-09,545.18
2016-04-10,546.34
2016-04-11,547.49
2016-04-12,548.64
2016-04-13,549.79
2016-04-14,550.94
2016-04-15,552.09
2016-04-16,553.25
2016-04-17,554.4
2016-04-18,555.55
2016-04-19,556.7
2016-04-20,557.85
2016-04-21,559.01
2016-04-22,560.16
2016-04-23,561.31
2016-04-24,562.46
2016-04-25,563.61
2016-04-26,564.76
2016-04-27,565.92
2016-04-28,567.07
2016-04-29,568.22
2016-04-30,569.37
2016-05-01,570.52
2016-05-02,571.68
2016-05-03,572.83
2016-05-04,573.98
2016-05-05,575.13
2016-05-06,576.28
2016-05-07,577.43
2016-05-08,578.59
2016-05-09,579.74
2016-05-10,580.89
2016-05-11,582.04
2016-05-12,583.19
2016-05-13,584.35
2016-05-14,585.5
2016-05-15,586.65
2016-05-16,587.8
2016-05-17,588.95
2016-05-18,590.1
2016-05-19,591.26
2016-05-20,592.41
2016-05-21,593.56
2016-05-22,594.71
2016-05-23,595.86
2016-05-24,597.02
2016-05-25,598.17
2016-05-26,599.32
2016-05-27,600.47
2016-05-28,601.62
2016-05-29,602.77
2016-05-30,603.93
2016-05-31,605.08
2016-06-01,606.23
2016-06-02,607.38
2016-06-03,608.53
2016-06-04,609.69
2016-06-05,610.84
2016-06-06,611.99
2016-06-07,613.14
2016-06-08,614.29
2016-06-09,615.45
2016-06-10,616.6
2016-06-11,617.75
2016-06-12,618.9
2016-06-13,620.05
2016-06-14,621.2
2016-06-15,622.36
2016-06-16,623.51
2016-06-17,624.66
2016-06-18,625.81
2016-06-19,626.96
2016-06-20,628.12
2016-06-21,629.27
2016-06-22,630.42
2016-06-23,631.57
2016-06-24,632.72
2016-06-25,633.87
2016-06-26,635.03
2016-06-27,636.18
2016-06-28,637.33
2016-06-29,638.48
2016-06-30,639.63
2016-07-01,640.79
2016-07-02,641.94
2016-07-03,643.09
2016-07-04,644.24
2016-07-05,645.39
2016-07-06,646.54
2016-07-07,647.7
2016-07-08,648.85
2016-07-09,650.0
2016-07-10,651.77
2016-07-11,653.54
2016-07-12,655.31
2016-07-13,657.09
2016-07-14,658.86
2016-07-15,660.63
2016-07-16,662.4
2016-07-17,664.17
2016-07-18,665.94
2016-07-19,667.71
2016-07-20,669.49
2016-07-21,671.26
2016-07-22,673.03
2016-07-23,674.8
2016-07-24,676.57
2016-07-25,678.34
2016-07-26,680.11
2016-07-27,681.89
2016-07-28,683.66
2016-07-29,685.43
2016-07-30,687.2
2016-07-31,688.97
2016-08-01,690.74
2016-08-02,692.51
2016-08-03,694.29
2016-08-04,696.06
2016-08-05,697.83
2016-08-06,699.6
2016-08-07,701.37
2016-08-08,703.14
2016-08-09,704.91
2016-08-10,706.69
2016-08-11,708.46
2016-08-12,710.23
2016-08-13,712.0
2016-08-14,713.77
2016-08-15,715.54
2016-08-16,717.31
2016-08-17,719.09
2016-08-18,720.86
2016-08-19,722.63
2016-08-20,724.4
2016-08-21,726.17
2016-08-22,727.94
2016-08-23,729.71
2016-08-24,731.49
2016-08-25,733.26
2016-08-26,735.03
2016-08-27,736.8
2016-08-28,738.57
2016-08-29,740.34
2016-08-30,742.11
2016-08-31,743.89
2016-09-01,745.66
2016-09-02,747.43
2016-09-03,749.2
2016-09-04,750.97
2016-09-05,752.74
2016-09-06,754.51
2016-09-07,756.29
2016-09-08,758.06
2016-09-09,759.83
2016-09-10,761.6
2016-09-11,763.37
2016-09-12,765.14
2016-09-13,766.91
2016-09-14,768.69
2016-09-15,770.46
2016-09-16,772.23
2016-09-17,774.0
2016-09-18,775.77
2016-09-19,777.54
2016-09-20,779.31
2016-09-21,781.09
2016-09-22,782.86
2016-09-23,784.63
2016-09-24,786.4
2016-09-25,788.17
2016-09-26,789.94
2016-09-27,791.71
2016-09-28,793.49
2016-09-29,795.26
2016-09-30,797.03
2016-10-01,798.8
2016-10-02,800.57
2016-10-03,802.34
2016-10-04,804.11
2016-10-05,805.89
2016-10-06,807.66
2016-10-07,809.43
2016-10-08,811.2
2016-10-09,812.97
2016-10-10,814.74
2016-10-11,816.51
2016-10-12,818.29
2016-10-13,820.06
2016-10-14,821.83
2016-10-15,823.6
2016-10-16,825.37
2016-10-17,827.14
2016-10-18,828.91
2016-10-19,830.69
2016-10-20,832.46
2016-10-21,834.23
2016-10-22,836.0
2016-10-23,837.77
2016-10-24,839.54
2016-10-25,841.31
2016-10-26,843.09
2016-10-27,844.86
2016-10-28,846.63
2016-10-29,848.4
2016-10-30,850.17
2016-10-31,851.94
2016-11-01,853.71
2016-11-02,855.49
2016-11-03,857.26
2016-11-04,859.03
2016-11-05,860.8
2016-11-06,862.57
2016-11-07,864.34
2016-11-08,866.11
2016-11-09,867.89
2016-11-10,869.66
2016-11-11,871.43
2016-11-12,873.2
2016-11-13,874.97
2016-11-14,876.74
2016-11-15,878.51
2016-11-16,880.29
2016-11-17,882.06
2016-11-18,883.83
2016-11-19,885.6
2016-11-20,887.37
2016-11-21,889.14
2016-11-22,890.91
2016-11-23,892.69
2016-11-24,894.46
2016-11-25,896.23
2016-11-26,898.0
2016-11-27,899.77
2016-11-28,901.54
2016-11-29,903.31
2016-11-30,905.09
2016-12-01,906.86
2016-12-02,908.63
2016-12-03,910.4
2016-12-04,912.17
2016-12-05,913.94
2016-12-06,915.71
2016-12-07,917.49
2016-12-08,919.26
2016-12-09,921.03
2016-12-10,922.8
2016-12-11,924.57
2016-12-12,926.34
2016-12-13,928.11
2016-12-14,929.89
2016-12-15,931.66
2016-12-16,933.43
2016-12-17,935.2
2016-12-18,936.97
2016-12-19,938.74
2016-12-20,940.51
2016-12-21,942.29
2016-12-22,944.06
2016-12-23,945.83
2016-12-24,947.6
2016-12-25,949.37
2016-12-26,951.14
2016-12-27,952.91
2016-12-28,954.69
2016-12-29,956.46
2016-12-30,958.23
2016-12-31,960.0
2017-01-01,969.47
2017-01-02,978.95
2017-01-03,988.42
2017-01-04,997.89
2017-01-05,1007.37
2017-01-06,1016.84
2017-01-07,1026.32
2017-01-08,1035.79
2017-01-09,1045.26
2017-01-10,1054.74
2017-01-11,1064.21
2017-01-12,1073.68
2017-01-13,1083.16
2017-01-14,1092.63
2017-01-15,1102.11
2017-01-16,1111.58
2017-01-17,1121.05
2017-01-18,1130.53
2017-01-19,1140.0
2017-01-20,1149.47
2017-01-21,1158.95
2017-01-22,1168.42
2017-01-23,1177.89
2017-01-24,1187.37
2017-01-25,1196.84
2017-01-26,1206.32
2017-01-27,1215.79
2017-01-28,1225.26
2017-01-29,1234.74
2017-01-30,1244.21
2017-01-31,1253.68
2017-02-01,1263.16
2017-02-02,1272.63
2017-02-03,1282.11
2017-02-04,1291.58
2017-02-05,1301.05
2017-02-06,1310.53
2017-02-07,1320.0
2017-02-08,1329.47
2017-02-09,1338.95
2017-02-10,1348.42
2017-02-11,1357.89
2017-02-12,1367.37
2017-02-13,1376.84
2017-02-14,1386.32
2017-02-15,1395.79
2017-02-16,1405.26
2017-02-17,1414.74
2017-02-18,1424.21
2017-02-19,1433.68
2017-02-20,1443.16
2017-02-21,1452.63
2017-02-22,1462.11
2017-02-23,1471.58
2017-02-24,1481.05
2017-02-25,1490.53
2017-02-26,1500.0
2017-02-27,1509.47
2017-02-28,1518.95
2017-03-01,1528.42
2017-03-02,1537.89
2017-03-03,1547.37
2017-03-04,1556.84
2017-03-05,1566.32
2017-03-06,1575.79
2017-03-07,1585.26
2017-03-08,1594.74
2017-03-09,1604.21
2017-03-10,1613.68
2017-03-11,1623.16
2017-03-12,1632.63
2017-03-13,1642.11
2017-03-14,1651.58
2017-03-15,1661.05
2017-03-16,1670.53
2017-03-17,1680.0
2017-03-18,1689.47
2017-03-19,1698.95
2017-03-20,1708.42
2017-03-21,1717.89
2017-03-22,1727.37
2017-03-23,1736.84
2017-03-24,1746.32
2017-03-25,1755.79
2017-03-26,1765.26
2017-03-27,1774.74
2017-03-28,1784.21
2017-03-29,1793.68
2017-03-30,1803.16
2017-03-31,1812.63
2017-04-01,1822.11
2017-04-02,1831.58
2017-04-03,1841.05
2017-04-04,1850.53
2017-04-05,1860.0
2017-04-06,1869.47
2017-04-07,1878.95
2017-04-08,1888.42
2017-04-09,1897.89
2017-04-10,1907.37
2017-04-11,1916.84
2017-04-12,1926.32
2017-04-13,1935.79
2017-04-14,1945.26
2017-04-15,1954.74
2017-04-16,1964.21
2017-04-17,1973.68
2017-04-18,1983.16
2017-04-19,1992.63
2017-04-20,2002.11
2017-04-21,2011.58
2017-04-22,2021.05
2017-04-23,2030.53
2017-04-24,2040.0
2017-04-25,2049.47
2017-04-26,2058.95
2017-04-27,2068.42
2017-04-28,2077.89
2017-04-29,2087.37
2017-04-30,2096.84
2017-05-01,2106.32
2017-05-02,2115.79
2017-05-03,2125.26
2017-05-04,2134.74
2017-05-05,2144.21
2017-05-06,2153.68
2017-05-07,2163.16
2017-05-08,2172.63
2017-05-09,2182.11
2017-05-10,2191.58
2017-05-11,2201.05
2017-05-12,2210.53
2017-05-13,2220.0
2017-05-14,2229.47
2017-05-15,2238.95
2017-05-16,2248.42
2017-05-17,2257.89
2017-05-18,2267.37
2017-05-19,2276.84
2017-05-20,2286.32
2017-05-21,2295.79
2017-05-22,2305.26
2017-05-23,2314.74
2017-05-24,2324.21
2017-05-25,2333.68
2017-05-26,2343.16
2017-05-27,2352.63
2017-05-28,2362.11
2017-05-29,2371.58
2017-05-30,2381.05
2017-05-31,2390.53
2017-06-01,2400.0
2017-06-02,2485.93
2017-06-03,2571.86
2017-06-04,2657.79
2017-06-05,2743.72
2017-06-06,2829.65
2017-06-07,2915.58
2017-06-08,3001.51
2017-06-09,3087.44
2017-06-10,3173.37
2017-06-11,3259.3
2017-06-12,3345.23
2017-06-13,3431.16
2017-06-14,3517.09
2017-06-15,3603.02
2017-06-16,3688.94
2017-06-17,3774.87
2017-06-18,3860.8
2017-06-19,3946.73
2017-06-20,4032.66
2017-06-21,4118.59
2017-06-22,4204.52
2017-06-23,4290.45
2017-06-24,4376.38
2017-06-25,4462.31
2017-06-26,4548.24
2017-06-27,4634.17
2017-06-28,4720.1
2017-06-29,4806.03
2017-06-30,4891.96
2017-07-01,4977.89
2017-07-02,5063.82
2017-07-03,5149.75
2017-07-04,5235.68
2017-07-05,5321.61
2017-07-06,5407.54
2017-07-07,5493.47
2017-07-08,5579.4
2017-07-09,5665.33
2017-07-10,5751.26
2017-07-11,5837.19
2017-07-12,5923.12
2017-07-13,6009.05
2017-07-14,6094.97
2017-07-15,6180.9
2017-07-16,6266.83
2017-07-17,6352.76
2017-07-18,6438.69
2017-07-19,6524.62
2017-07-20,6610.55
2017-07-21,6696.48
2017-07-22,6782.41
2017-07-23,6868.34
2017-07-24,6954.27
2017-07-25,7040.2
2017-07-26,7126.13
2017-07-27,7212.06
2017-07-28,7297.99
2017-07-29,7383.92
2017-07-30,7469.85
2017-07-31,7555.78
2017-08-01,7641.71
2017-08-02,7727.64
2017-08-03,7813.57
2017-08-04,7899.5
2017-08-05,7985.43
2017-08-06,8071.36
2017-08-07,8157.29
2017-08-08,8243.22
2017-08-09,8329.15
2017-08-10,8415.08
2017-08-11,8501.01
2017-08-12,8586.93
2017-08-13,8672.86
2017-08-14,8758.79
2017-08-15,8844.72
2017-08-16,8930.65
2017-08-17,9016.58
2017-08-18,9102.51
2017-08-19,9188.44
2017-08-20,9274.37
2017-08-21,9360.3
2017-08-22,9446.23
2017-08-23,9532.16
2017-08-24,9618.09
2017-08-25,9704.02
2017-08-26,9789.95
2017-08-27,9875.88
2017-08-28,9961.81
2017-08-29,10047.74
2017-08-30,10133.67
2017-08-31,10219.6
2017-09-01,10305.53
2017-09-02,10391.46
2017-09-03,10477.39
2017-09-04,10563.32
2017-09-05,10649.25
2017-09-06,10735.18
2017-09-07,10821.11
2017-09-08,10907.04
2017-09-09,10992.96
2017-09-10,11078.89
2017-09-11,11164.82
2017-09-12,11250.75
2017-09-13,11336.68
2017-09-14,11422.61
2017-09-15,11508.54
2017-09-16,11594.47
2017-09-17,11680.4
2017-09-18,11766.33
2017-09-19,11852.26
2017-09-20,11938.19
2017-09-21,12024.12
2017-09-22,12110.05
2017-09-23,12195.98
2017-09-24,12281.91
2017-09-25,12367.84
2017-09-26,12453.77
2017-09-27,12539.7
2017-09-28,12625.63
2017-09-29,12711.56
2017-09-30,12797.49
2017-10-01,12883.42
2017-10-02,12969.35
2017-10-03,13055.28
2017-10-04,13141.21
2017-10-05,13227.14
2017-10-06,13313.07
2017-10-07,13398.99
2017-10-08,13484.92
2017-10-09,13570.85
2017-10-10,13656.78
2017-10-11,13742.71
2017-10-12,13828.64
2017-10-13,13914.57
2017-10-14,14000.5
2017-10-15,14086.43
2017-10-16,14172.36
2017-10-17,14258.29
2017-10-18,14344.22
2017-10-19,14430.15
2017-10-20,14516.08
2017-10-21,14602.01
2017-10-22,14687.94
2017-10-23,14773.87
2017-10-24,14859.8
2017-10-25,14945.73
2017-10-26,15031.66
2017-10-27,15117.59
2017-10-28,15203.52
2017-10-29,15289.45
2017-10-30,15375.38
2017-10-31,15461.31
2017-11-01,15547.24
2017-11-02,15633.17
2017-11-03,15719.1
2017-11-04,15805.03
2017-11-05,15890.95
2017-11-06,15976.88
2017-11-07,16062.81
2017-11-08,16148.74
2017-11-09,16234.67
2017-11-10,16320.6
2017-11-11,16406.53
2017-11-12,16492.46
2017-11-13,16578.39
2017-11-14,16664.32
2017-11-15,16750.25
2017-11-16,16836.18
2017-11-17,16922.11
2017-11-18,17008.04
2017-11-19,17093.97
2017-11-20,17179.9
2017-11-21,17265.83
2017-11-22,17351.76
2017-11-23,17437.69
2017-11-24,17523.62
2017-11-25,17609.55
2017-11-26,17695.48
2017-11-27,17781.41
2017-11-28,17867.34
2017-11-29,17953.27
2017-11-30,18039.2
2017-12-01,18125.13
2017-12-02,18211.06
2017-12-03,18296.98
2017-12-04,18382.91
2017-12-05,18468.84
2017-12-06,18554.77
2017-12-07,18640.7
2017-12-08,18726.63
2017-12-09,18812.56
2017-12-10,18898.49
2017-12-11,18984.42
2017-12-12,19070.35
2017-12-13,19156.28
2017-12-14,19242.21
2017-12-15,19328.14
2017-12-16,19414.07
2017-12-17,19500.0
2017-12-18,19455.1
2017-12-19,19410.19
2017-12-20,19365.29
2017-12-21,19320.39
2017-12-22,19275.48
2017-12-23,19230.58
2017-12-24,19185.67
2017-12-25,19140.77
2017-12-26,19095.87
2017-12-27,19050.96
2017-12-28,19006.06
2017-12-29,18961.16
2017-12-30,18916.25
2017-12-31,18871.35
2018-01-01,18826.45
2018-01-02,18781.54
2018-01-03,18736.64
2018-01-04,18691.74
2018-01-05,18646.83
2018-01-06,18601.93
2018-01-07,18557.02
2018-01-08,18512.12
2018-01-09,18467.22
2018-01-10,18422.31
2018-01-11,18377.41
2018-01-12,18332.51
2018-01-13,18287.6
2018-01-14,18242.7
2018-01-15,18197.8
2018-01-16,18152.89
2018-01-17,18107.99
2018-01-18,18063.09
2018-01-19,18018.18
2018-01-20,17973.28
2018-01-21,17928.37
2018-01-22,17883.47
2018-01-23,17838.57
2018-01-24,17793.66
2018-01-25,17748.76
2018-01-26,17703.86
2018-01-27,17658.95
2018-01-28,17614.05
2018-01-29,17569.15
2018-01-30,17524.24
2018-01-31,17479.34
2018-02-01,17434.44
2018-02-02,17389.53
2018-02-03,17344.63
2018-02-04,17299.72
2018-02-05,17254.82
2018-02-06,17209.92
2018-02-07,17165.01
2018-02-08,17120.11
2018-02-09,17075.21
2018-02-10,17030.3
2018-02-11,16985.4
2018-02-12,16940.5
2018-02-13,16895.59
2018-02-14,16850.69
2018-02-15,16805.79
2018-02-16,16760.88
2018-02-17,16715.98
2018-02-18,16671.07
2018-02-19,16626.17
2018-02-20,16581.27
2018-02-21,16536.36
2018-02-22,16491.46
2018-02-23,16446.56
2018-02-24,16401.65
2018-02-25,16356.75
2018-02-26,16311.85
2018-02-27,16266.94
2018-02-28,16222.04
2018-03-01,16177.13
2018-03-02,16132.23
2018-03-03,16087.33
2018-03-04,16042.42
2018-03-05,15997.52
2018-03-06,15952.62
2018-03-07,15907.71
2018-03-08,15862.81
2018-03-09,15817.91
2018-03-10,15773.0
2018-03-11,15728.1
2018-03-12,15683.2
2018-03-13,15638.29
2018-03-14,15593.39
2018-03-15,15548.48
2018-03-16,15503.58
2018-03-17,15458.68
2018-03-18,15413.77
2018-03-19,15368.87
2018-03-20,15323.97
2018-03-21,15279.06
2018-03-22,15234.16
2018-03-23,15189.26
2018-03-24,15144.35
2018-03-25,15099.45
2018-03-26,15054.55
2018-03-27,15009.64
2018-03-28,14964.74
2018-03-29,14919.83
2018-03-30,14874.93
2018-03-31,14830.03
2018-04-01,14785.12
2018-04-02,14740.22
2018-04-03,14695.32
2018-04-04,14650.41
2018-04-05,14605.51
2018-04-06,14560.61
2018-04-07,14515.7
2018-04-08,14470.8
2018-04-09,14425.9
2018-04-10,14380.99
2018-04-11,14336.09
2018-04-12,14291.18
2018-04-13,14246.28
2018-04-14,14201.38
2018-04-15,14156.47
2018-04-16,14111.57
2018-04-17,14066.67
2018-04-18,14021.76
2018-04-19,13976.86
2018-04-20,13931.96
2018-04-21,13887.05
2018-04-22,13842.15
2018-04-23,13797.25
2018-04-24,13752.34
2018-04-25,13707.44
2018-04-26,13662.53
2018-04-27,13617.63
2018-04-28,13572.73
2018-04-29,13527.82
2018-04-30,13482.92
2018-05-01,13438.02
2018-05-02,13393.11
2018-05-03,13348.21
2018-05-04,13303.31
2018-05-05,13258.4
2018-05-06,13213.5
2018-05-07,13168.6
2018-05-08,13123.69
2018-05-09,13078.79
2018-05-10,13033.88
2018-05-11,12988.98
